anime_id,name,genre,type,episodes,rating,members,english_name,status,description,image_url
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12,6.34,51637,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,completed,Discover the epic story of Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!. A must-watch for all anime fans!,https://picsum.photos/seed/9587/225/320
11595,Perman (1983),"Comedy, Kids, School, Super Power",TV,526,6.34,447,Perman (1983),completed,Discover the epic story of Perman (1983). A must-watch for all anime fans!,https://picsum.photos/seed/11595/225/320
22215,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",TV,11,6.34,1145,Pretty Rhythm: All Star Selection,completed,Discover the epic story of Pretty Rhythm: All Star Selection. A must-watch for all anime fans!,https://picsum.photos/seed/22215/225/320
30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1,6.34,1271,Robot Girls Z Episode 0,completed,Discover the epic story of Robot Girls Z Episode 0. A must-watch for all anime fans!,https://picsum.photos/seed/30912/225/320
4213,Saishuu Shiken Kujira Progressive,"Drama, Romance",OVA,1,6.34,1710,Saishuu Shiken Kujira Progressive,completed,Discover the epic story of Saishuu Shiken Kujira Progressive. A must-watch for all anime fans!,https://picsum.photos/seed/4213/225/320
7759,Saki Picture Drama,"Comedy, Slice of Life",Special,7,6.34,2767,Saki Picture Drama,completed,Discover the epic story of Saki Picture Drama. A must-watch for all anime fans!,https://picsum.photos/seed/7759/225/320
2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi, Space",Movie,1,6.34,1405,SF Shinseiki Lensman,completed,Discover the epic story of SF Shinseiki Lensman. A must-watch for all anime fans!,https://picsum.photos/seed/2770/225/320
4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",Movie,1,6.34,564,Shounen Sarutobi Sasuke,completed,Discover the epic story of Shounen Sarutobi Sasuke. A must-watch for all anime fans!,https://picsum.photos/seed/4948/225/320
5369,Street Fighter: Aratanaru Kizuna,"Action, Adventure, Shounen",OVA,1,6.34,5106,Street Fighter: Aratanaru Kizuna,completed,Discover the epic story of Street Fighter: Aratanaru Kizuna. A must-watch for all anime fans!,https://picsum.photos/seed/5369/225/320
1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi",OVA,2,6.34,1712,Submarine 707R,completed,Discover the epic story of Submarine 707R. A must-watch for all anime fans!,https://picsum.photos/seed/1582/225/320
25169,Tamayura: More Aggressive Picture Drama,"Comedy, Drama",Special,1,6.34,809,Tamayura: More Aggressive Picture Drama,completed,Discover the epic story of Tamayura: More Aggressive Picture Drama. A must-watch for all anime fans!,https://picsum.photos/seed/25169/225/320
31668,Teekyuu 5 Specials,"Comedy, School, Shounen, Sports",Special,2,6.35,1308,Teekyuu 5 Specials,completed,Discover the epic story of Teekyuu 5 Specials. A must-watch for all anime fans!,https://picsum.photos/seed/31668/225/320
30178,Tiger & Bunny Recaps,"Action, Comedy, Mystery, Super Power",OVA,2,6.34,516,Tiger & Bunny Recaps,completed,Discover the epic story of Tiger & Bunny Recaps. A must-watch for all anime fans!,https://picsum.photos/seed/30178/225/320
33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12,6.34,30310,Touken Ranbu: Hanamaru,completed,Discover the epic story of Touken Ranbu: Hanamaru. A must-watch for all anime fans!,https://picsum.photos/seed/33023/225/320
2516,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.34,2596,Uchuu no Senshi,completed,Discover the epic story of Uchuu no Senshi. A must-watch for all anime fans!,https://picsum.photos/seed/2516/225/320
12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951,UN-GO: Inga Nikki,completed,Discover the epic story of UN-GO: Inga Nikki. A must-watch for all anime fans!,https://picsum.photos/seed/12411/225/320
1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2,6.34,679,Wild 7,completed,Discover the epic story of Wild 7. A must-watch for all anime fans!,https://picsum.photos/seed/1959/225/320
16233,Yowai Mushi,"Drama, Music",Special,1,6.34,1154,Yowai Mushi,completed,Discover the epic story of Yowai Mushi. A must-watch for all anime fans!,https://picsum.photos/seed/16233/225/320
16574,Yuâ˜†Giâ˜†Oh! Zexal Special,"Action, Fantasy, Game, Shounen",Special,1,6.34,1965,Yuâ˜†Giâ˜†Oh! Zexal Special,completed,Discover the epic story of Yuâ˜†Giâ˜†Oh! Zexal Special. A must-watch for all anime fans!,https://picsum.photos/seed/16574/225/320
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,1,6.33,8891,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,completed,Discover the epic story of .hack//Tasogare no Udewa Densetsu: Offline de Aimashou. A must-watch for all anime fans!,https://picsum.photos/seed/1994/225/320
33326,Aftermath,"Drama, Military, Music",Music,1,6.33,258,Aftermath,completed,Discover the epic story of Aftermath. A must-watch for all anime fans!,https://picsum.photos/seed/33326/225/320
6688,Batain Lai!! Minami no Shima no Mizu Monogatari,"Historical, Slice of Life",Movie,1,6.33,334,Batain Lai!! Minami no Shima no Mizu Monogatari,completed,Discover the epic story of Batain Lai!! Minami no Shima no Mizu Monogatari. A must-watch for all anime fans!,https://picsum.photos/seed/6688/225/320
3120,Bobby ni Kubittake,"Drama, Romance, Slice of Life",Movie,1,6.33,1470,Bobby ni Kubittake,completed,Discover the epic story of Bobby ni Kubittake. A must-watch for all anime fans!,https://picsum.photos/seed/3120/225/320
1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",Movie,1,6.33,5224,Darkside Blues,completed,Discover the epic story of Darkside Blues. A must-watch for all anime fans!,https://picsum.photos/seed/1494/225/320
3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",OVA,1,6.33,1568,Ginga no Uo Ursa Minor Blue,completed,Discover the epic story of Ginga no Uo Ursa Minor Blue. A must-watch for all anime fans!,https://picsum.photos/seed/3518/225/320
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Ecchi, School, Seinen, Shoujo Ai",TV,12,6.33,17103,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,completed,Discover the epic story of Gokujo.: Gokurakuin Joshikou Ryou Monogatari. A must-watch for all anime fans!,https://picsum.photos/seed/11769/225/320
16646,Hanamaru Youchien: Panda Neko Taisou,"Comedy, Kids, Music",Special,8,6.34,1430,Hanamaru Youchien: Panda Neko Taisou,completed,Discover the epic story of Hanamaru Youchien: Panda Neko Taisou. A must-watch for all anime fans!,https://picsum.photos/seed/16646/225/320
7405,Jankenman,"Adventure, Super Power",TV,51,6.33,255,Jankenman,completed,Discover the epic story of Jankenman. A must-watch for all anime fans!,https://picsum.photos/seed/7405/225/320
2738,Kasumin 3rd Season,"Fantasy, Kids",TV,26,6.33,287,Kasumin 3rd Season,completed,Discover the epic story of Kasumin 3rd Season. A must-watch for all anime fans!,https://picsum.photos/seed/2738/225/320
511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy, Historical",TV,13,6.33,3424,Kidou Shinsengumi Moeyo Ken TV,completed,Discover the epic story of Kidou Shinsengumi Moeyo Ken TV. A must-watch for all anime fans!,https://picsum.photos/seed/511/225/320
23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,6,6.33,1154,Kitakubu Katsudou Kiroku: Miniature Theater,completed,Discover the epic story of Kitakubu Katsudou Kiroku: Miniature Theater. A must-watch for all anime fans!,https://picsum.photos/seed/23367/225/320
7376,Kurumiwari Ningyou,"Drama, Fantasy, Romance",Movie,1,6.33,225,Kurumiwari Ningyou,completed,Discover the epic story of Kurumiwari Ningyou. A must-watch for all anime fans!,https://picsum.photos/seed/7376/225/320
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1,6.33,2609,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,completed,Discover the epic story of Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue. A must-watch for all anime fans!,https://picsum.photos/seed/12433/225/320
30652,Long Riders!,"Comedy, Shounen, Slice of Life, Sports",TV,12,6.33,11562,Long Riders!,completed,Discover the epic story of Long Riders!. A must-watch for all anime fans!,https://picsum.photos/seed/30652/225/320
15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",Movie,1,6.33,2398,Macross FB7: Ore no Uta wo Kike!,completed,Discover the epic story of Macross FB7: Ore no Uta wo Kike!. A must-watch for all anime fans!,https://picsum.photos/seed/15177/225/320
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi",Special,1,6.33,1555,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,completed,Discover the epic story of New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai. A must-watch for all anime fans!,https://picsum.photos/seed/22435/225/320
16397,Photokano,"Ecchi, Romance, School",TV,13,6.33,53319,Photokano,completed,Discover the epic story of Photokano. A must-watch for all anime fans!,https://picsum.photos/seed/16397/225/320
31113,Puchitto Furikaerintia,"Action, Adventure, Mecha, Sci-Fi",Special,1,6.33,1003,Puchitto Furikaerintia,completed,Discover the epic story of Puchitto Furikaerintia. A must-watch for all anime fans!,https://picsum.photos/seed/31113/225/320
818,Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",OVA,12,6.33,7342,Sakura Tsuushin,completed,Discover the epic story of Sakura Tsuushin. A must-watch for all anime fans!,https://picsum.photos/seed/818/225/320
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi",OVA,3,6.33,1735,Soreyuke! Uchuu Senkan Yamamoto Yohko,completed,Discover the epic story of Soreyuke! Uchuu Senkan Yamamoto Yohko. A must-watch for all anime fans!,https://picsum.photos/seed/1100/225/320
21507,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12,6.33,92269,Soul Eater NOT!,completed,Discover the epic story of Soul Eater NOT!. A must-watch for all anime fans!,https://picsum.photos/seed/21507/225/320
4599,Tanoshii Willow Town,"Fantasy, Kids",TV,26,6.33,295,Tanoshii Willow Town,completed,Discover the epic story of Tanoshii Willow Town. A must-watch for all anime fans!,https://picsum.photos/seed/4599/225/320
3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi",Movie,1,6.33,941,Toki no Tabibito: Time Stranger,completed,Discover the epic story of Toki no Tabibito: Time Stranger. A must-watch for all anime fans!,https://picsum.photos/seed/3115/225/320
5308,Ushio to Tora: Comically Deformed Theater,"Action, Comedy",OVA,1,6.33,1501,Ushio to Tora: Comically Deformed Theater,completed,Discover the epic story of Ushio to Tora: Comically Deformed Theater. A must-watch for all anime fans!,https://picsum.photos/seed/5308/225/320
6425,WeiÃŸ Survive,"Comedy, Ecchi, Game",TV,16,6.33,13591,WeiÃŸ Survive,completed,Discover the epic story of WeiÃŸ Survive. A must-watch for all anime fans!,https://picsum.photos/seed/6425/225/320
6987,Aki-Sora,"Ecchi, Romance, Seinen",OVA,1,6.32,54567,Aki-Sora,completed,Discover the epic story of Aki-Sora. A must-watch for all anime fans!,https://picsum.photos/seed/6987/225/320
2537,Angelique: Twin Collection,"Fantasy, Sci-Fi, Shoujo",OVA,8,6.32,906,Angelique: Twin Collection,completed,Discover the epic story of Angelique: Twin Collection. A must-watch for all anime fans!,https://picsum.photos/seed/2537/225/320
7334,Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen",TV,39,6.32,11110,Bakugan Battle Brawlers: Gundalian Invaders,completed,Discover the epic story of Bakugan Battle Brawlers: Gundalian Invaders. A must-watch for all anime fans!,https://picsum.photos/seed/7334/225/320
17295,Cosmic Break,"Drama, Game, Mecha",ONA,4,6.32,280,Cosmic Break,completed,Discover the epic story of Cosmic Break. A must-watch for all anime fans!,https://picsum.photos/seed/17295/225/320
6496,Cutey Honey Flash: The Movie,"Adventure, Comedy, Magic, Romance",Movie,1,6.32,1577,Cutey Honey Flash: The Movie,completed,Discover the epic story of Cutey Honey Flash: The Movie. A must-watch for all anime fans!,https://picsum.photos/seed/6496/225/320
9972,Document Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",Movie,1,6.32,336,Document Taiyou no Kiba Dagram,completed,Discover the epic story of Document Taiyou no Kiba Dagram. A must-watch for all anime fans!,https://picsum.photos/seed/9972/225/320
23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12,6.32,80121,DRAMAtical Murder,completed,Discover the epic story of DRAMAtical Murder. A must-watch for all anime fans!,https://picsum.photos/seed/23333/225/320
7252,Enchanted Journey,"Adventure, Drama, Fantasy, Kids",Movie,1,6.32,223,Enchanted Journey,completed,Discover the epic story of Enchanted Journey. A must-watch for all anime fans!,https://picsum.photos/seed/7252/225/320
2196,Genmu Senki Leda,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",OVA,1,6.32,1925,Genmu Senki Leda,completed,Discover the epic story of Genmu Senki Leda. A must-watch for all anime fans!,https://picsum.photos/seed/2196/225/320
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",TV,11,6.32,17934,Haiyoru! Nyaruani: Remember My Love(craft-sensei),completed,Discover the epic story of Haiyoru! Nyaruani: Remember My Love(craft-sensei). A must-watch for all anime fans!,https://picsum.photos/seed/9598/225/320
17897,Hana wa Saku,Music,Special,1,6.32,762,Hana wa Saku,completed,Discover the epic story of Hana wa Saku. A must-watch for all anime fans!,https://picsum.photos/seed/17897/225/320
7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,6.32,1923,Hipira-kun,completed,Discover the epic story of Hipira-kun. A must-watch for all anime fans!,https://picsum.photos/seed/7723/225/320
7169,Ibara-Hime matawa Nemuri-Hime,"Drama, Historical",Movie,1,6.32,586,Ibara-Hime matawa Nemuri-Hime,completed,Discover the epic story of Ibara-Hime matawa Nemuri-Hime. A must-watch for all anime fans!,https://picsum.photos/seed/7169/225/320
9172,Kaitei Sanman Mile,"Adventure, Fantasy",Movie,1,6.32,189,Kaitei Sanman Mile,completed,Discover the epic story of Kaitei Sanman Mile. A must-watch for all anime fans!,https://picsum.photos/seed/9172/225/320
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.32,4503,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,completed,Discover the epic story of Kimi ga Nozomu Eien: Ayu Mayu Gekijou. A must-watch for all anime fans!,https://picsum.photos/seed/1856/225/320
3723,Koala Boy Kokki,Comedy,TV,26,6.32,360,Koala Boy Kokki,completed,Discover the epic story of Koala Boy Kokki. A must-watch for all anime fans!,https://picsum.photos/seed/3723/225/320
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,30,6.32,1710,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,completed,Discover the epic story of Kodai Ouja Kyouryuu King: Yokuryuu Densetsu. A must-watch for all anime fans!,https://picsum.photos/seed/5725/225/320
29301,Kurage no Shokudou,"Drama, Slice of Life",OVA,1,6.32,8112,Kurage no Shokudou,completed,Discover the epic story of Kurage no Shokudou. A must-watch for all anime fans!,https://picsum.photos/seed/29301/225/320
33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic",TV,12,6.32,5676,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,completed,Discover the epic story of Mahou Shoujo Nante Mou Ii Desukara. 2nd Season. A must-watch for all anime fans!,https://picsum.photos/seed/33795/225/320
18449,Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space",ONA,1,6.32,1169,Mobile Suit Gundam Battlefield Record: Avant-Title,completed,Discover the epic story of Mobile Suit Gundam Battlefield Record: Avant-Title. A must-watch for all anime fans!,https://picsum.photos/seed/18449/225/320
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244,Monster High: Kowa-ike Girls,completed,Discover the epic story of Monster High: Kowa-ike Girls. A must-watch for all anime fans!,https://picsum.photos/seed/28381/225/320
4719,Queen's Blade: Rurou no Senshi,"Action, Adventure, Ecchi, Fantasy",TV,12,6.32,51170,Queen's Blade: Rurou no Senshi,completed,Discover the epic story of Queen's Blade: Rurou no Senshi. A must-watch for all anime fans!,https://picsum.photos/seed/4719/225/320
3877,Sasurai no Shoujo Nell,"Adventure, Historical, Shoujo",TV,26,6.32,356,Sasurai no Shoujo Nell,completed,Discover the epic story of Sasurai no Shoujo Nell. A must-watch for all anime fans!,https://picsum.photos/seed/3877/225/320
445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,6.32,11582,Tales of Eternia The Animation,completed,Discover the epic story of Tales of Eternia The Animation. A must-watch for all anime fans!,https://picsum.photos/seed/445/225/320
17969,Tanken Driland: 1000-nen no Mahou,"Adventure, Fantasy",TV,51,6.32,680,Tanken Driland: 1000-nen no Mahou,completed,Discover the epic story of Tanken Driland: 1000-nen no Mahou. A must-watch for all anime fans!,https://picsum.photos/seed/17969/225/320
4033,The iDOLM@STER Live For You!,"Comedy, Drama, Music",OVA,1,6.32,6601,The iDOLM@STER Live For You!,completed,Discover the epic story of The iDOLM@STER Live For You!. A must-watch for all anime fans!,https://picsum.photos/seed/4033/225/320
176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,4,6.32,4543,Triangle Heart: Sweet Songs Forever,completed,Discover the epic story of Triangle Heart: Sweet Songs Forever. A must-watch for all anime fans!,https://picsum.photos/seed/176/225/320
30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1,6.32,293,Umi ni Ochita Tsuki no Hanashi,completed,Discover the epic story of Umi ni Ochita Tsuki no Hanashi. A must-watch for all anime fans!,https://picsum.photos/seed/30865/225/320
7818,Yousei Ou,"Fantasy, Shoujo",OVA,1,6.32,374,Yousei Ou,completed,Discover the epic story of Yousei Ou. A must-watch for all anime fans!,https://picsum.photos/seed/7818/225/320
16576,Yuâ˜†Giâ˜†Oh! Zexal Second: Midokoro Tenkomori Special,"Action, Fantasy, Game, Shounen",Special,1,6.32,1832,Yuâ˜†Giâ˜†Oh! Zexal Second: Midokoro Tenkomori Special,completed,Discover the epic story of Yuâ˜†Giâ˜†Oh! Zexal Second: Midokoro Tenkomori Special. A must-watch for all anime fans!,https://picsum.photos/seed/16576/225/320
19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6.32,6805,Yuyushiki: Nyanyashiki,completed,Discover the epic story of Yuyushiki: Nyanyashiki. A must-watch for all anime fans!,https://picsum.photos/seed/19029/225/320
12131,30-sai no Hoken Taiiku Specials,"Ecchi, Parody, Romance, Seinen",Special,3,6.31,3073,30-sai no Hoken Taiiku Specials,completed,Discover the epic story of 30-sai no Hoken Taiiku Specials. A must-watch for all anime fans!,https://picsum.photos/seed/12131/225/320
24699,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",TV,50,6.31,15313,Ai Tenchi Muyou!,completed,Discover the epic story of Ai Tenchi Muyou!. A must-watch for all anime fans!,https://picsum.photos/seed/24699/225/320
6077,Akubi Girl,"Comedy, Fantasy",TV,26,6.31,328,Akubi Girl,completed,Discover the epic story of Akubi Girl. A must-watch for all anime fans!,https://picsum.photos/seed/6077/225/320
231,Asagiri no Miko,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",TV,26,6.31,4721,Asagiri no Miko,completed,Discover the epic story of Asagiri no Miko. A must-watch for all anime fans!,https://picsum.photos/seed/231/225/320
9164,Attack No.1: Namida no Fushichou,"Drama, Shoujo, Sports",Movie,1,6.31,248,Attack No.1: Namida no Fushichou,completed,Discover the epic story of Attack No.1: Namida no Fushichou. A must-watch for all anime fans!,https://picsum.photos/seed/9164/225/320
25965,Backkom 2,"Comedy, Kids",TV,52,6.31,162,Backkom 2,completed,Discover the epic story of Backkom 2. A must-watch for all anime fans!,https://picsum.photos/seed/25965/225/320
31049,Beyblade Burst,"Action, Adventure, Sci-Fi, Shounen, Sports",TV,Unknown,6.31,3221,Beyblade Burst,on-going,Discover the epic story of Beyblade Burst. A must-watch for all anime fans!,https://picsum.photos/seed/31049/225/320
4095,Chuumon no Ooi Ryouriten (1991),"Fantasy, Horror, Supernatural",Movie,1,6.31,2304,Chuumon no Ooi Ryouriten (1991),completed,Discover the epic story of Chuumon no Ooi Ryouriten (1991). A must-watch for all anime fans!,https://picsum.photos/seed/4095/225/320
2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40,6.31,2744,D.I.C.E.,completed,Discover the epic story of D.I.C.E.. A must-watch for all anime fans!,https://picsum.photos/seed/2285/225/320
6215,Dr.,"Action, Adventure, Magic, Music, Sci-Fi, Super Power",Music,1,6.31,1616,Dr.,completed,Discover the epic story of Dr.. A must-watch for all anime fans!,https://picsum.photos/seed/6215/225/320
12485,Gregory Horror Show: The Bloody Karte,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",Special,12,6.31,399,Gregory Horror Show: The Bloody Karte,completed,Discover the epic story of Gregory Horror Show: The Bloody Karte. A must-watch for all anime fans!,https://picsum.photos/seed/12485/225/320
1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"Comedy, Drama, Romance",Movie,1,6.31,399,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,completed,Discover the epic story of Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita. A must-watch for all anime fans!,https://picsum.photos/seed/1552/225/320
6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1,6.31,1140,Hoshi ni Negai wo: Fantastic Cat,completed,Discover the epic story of Hoshi ni Negai wo: Fantastic Cat. A must-watch for all anime fans!,https://picsum.photos/seed/6992/225/320
32065,Kimi no Sumu Machi,Comedy,Special,1,6.31,398,Kimi no Sumu Machi,completed,Discover the epic story of Kimi no Sumu Machi. A must-watch for all anime fans!,https://picsum.photos/seed/32065/225/320
31091,Komori-san wa Kotowarenai!,"Comedy, School, Slice of Life",TV,12,6.31,24377,Komori-san wa Kotowarenai!,completed,Discover the epic story of Komori-san wa Kotowarenai!. A must-watch for all anime fans!,https://picsum.photos/seed/31091/225/320
23989,Maken-Ki! Two Specials,Ecchi,Special,5,6.32,7858,Maken-Ki! Two Specials,completed,Discover the epic story of Maken-Ki! Two Specials. A must-watch for all anime fans!,https://picsum.photos/seed/23989/225/320
6695,Mangchi,"Adventure, Comedy, Fantasy",Movie,1,6.31,461,Mangchi,completed,Discover the epic story of Mangchi. A must-watch for all anime fans!,https://picsum.photos/seed/6695/225/320
1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural",TV,13,6.31,3907,Maou Dante,completed,Discover the epic story of Maou Dante. A must-watch for all anime fans!,https://picsum.photos/seed/1628/225/320
3898,Mazinger Z tai Devilman,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Movie,1,6.31,1481,Mazinger Z tai Devilman,completed,Discover the epic story of Mazinger Z tai Devilman. A must-watch for all anime fans!,https://picsum.photos/seed/3898/225/320
7740,Queen's Blade: Gyokuza wo Tsugu Mono Specials,"Action, Adventure, Ecchi, Fantasy",Special,6,6.31,7496,Queen's Blade: Gyokuza wo Tsugu Mono Specials,completed,Discover the epic story of Queen's Blade: Gyokuza wo Tsugu Mono Specials. A must-watch for all anime fans!,https://picsum.photos/seed/7740/225/320
2244,Rakugo Tennyo Oyui,"Comedy, Historical",TV,12,6.31,1086,Rakugo Tennyo Oyui,completed,Discover the epic story of Rakugo Tennyo Oyui. A must-watch for all anime fans!,https://picsum.photos/seed/2244/225/320
2068,Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104,Sousei Kishi Gaiarth,completed,Discover the epic story of Sousei Kishi Gaiarth. A must-watch for all anime fans!,https://picsum.photos/seed/2068/225/320
7705,Starryâ˜†Sky,"Harem, School, Shoujo",ONA,26,6.31,37155,Starryâ˜†Sky,completed,Discover the epic story of Starryâ˜†Sky. A must-watch for all anime fans!,https://picsum.photos/seed/7705/225/320
3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1,6.31,633,Suna no Bara: Yuki no Mokushiroku,completed,Discover the epic story of Suna no Bara: Yuki no Mokushiroku. A must-watch for all anime fans!,https://picsum.photos/seed/3989/225/320
309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,6.3,3271,Akahori Gedou Hour Rabuge,completed,Discover the epic story of Akahori Gedou Hour Rabuge. A must-watch for all anime fans!,https://picsum.photos/seed/309/225/320
7610,Anju to Zushioumaru,"Fantasy, Historical",Movie,1,6.3,637,Anju to Zushioumaru,completed,Discover the epic story of Anju to Zushioumaru. A must-watch for all anime fans!,https://picsum.photos/seed/7610/225/320
6095,Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life",Movie,1,6.3,390,Azuki-chan the Movie,completed,Discover the epic story of Azuki-chan the Movie. A must-watch for all anime fans!,https://picsum.photos/seed/6095/225/320
1542,Brain Powerd,"Action, Adventure, Mecha, Sci-Fi",TV,26,6.3,5058,Brain Powerd,completed,Discover the epic story of Brain Powerd. A must-watch for all anime fans!,https://picsum.photos/seed/1542/225/320
1828,Catblue: Dynamite,"Action, Fantasy",ONA,1,6.3,1311,Catblue: Dynamite,completed,Discover the epic story of Catblue: Dynamite. A must-watch for all anime fans!,https://picsum.photos/seed/1828/225/320
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",OVA,1,6.3,1048,DNA Sights 999.9,completed,Discover the epic story of DNA Sights 999.9. A must-watch for all anime fans!,https://picsum.photos/seed/2019/225/320
3808,Futari Daka,"Cars, Shounen, Sports",TV,36,6.3,234,Futari Daka,completed,Discover the epic story of Futari Daka. A must-watch for all anime fans!,https://picsum.photos/seed/3808/225/320
8152,Gegege no Kitarou (1985 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.3,232,Gegege no Kitarou (1985 Movie),completed,Discover the epic story of Gegege no Kitarou (1985 Movie). A must-watch for all anime fans!,https://picsum.photos/seed/8152/225/320
13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,6.3,1746,Goulart Knights: Evoked the Beginning White,completed,Discover the epic story of Goulart Knights: Evoked the Beginning White. A must-watch for all anime fans!,https://picsum.photos/seed/13993/225/320
21809,Kenzen Robo Daimidaler,"Comedy, Ecchi, Mecha, Seinen",TV,12,6.3,33059,Kenzen Robo Daimidaler,completed,Discover the epic story of Kenzen Robo Daimidaler. A must-watch for all anime fans!,https://picsum.photos/seed/21809/225/320
3155,Kingyo Chuuihou! (Movie),"Action, Comedy, Kids, Shoujo",Movie,1,6.3,301,Kingyo Chuuihou! (Movie),completed,Discover the epic story of Kingyo Chuuihou! (Movie). A must-watch for all anime fans!,https://picsum.photos/seed/3155/225/320
11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi",Special,1,6.3,605,Kiss Dum: Omokage,completed,Discover the epic story of Kiss Dum: Omokage. A must-watch for all anime fans!,https://picsum.photos/seed/11505/225/320
1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.3,1342,Masou Kishin Cybuster,completed,Discover the epic story of Masou Kishin Cybuster. A must-watch for all anime fans!,https://picsum.photos/seed/1899/225/320
